# GTEx synthetic data; source: generate_synthetic_data.py
gene,tissue,median_TPM
GENE0451,Heart,2.277703803737394
GENE0451,Liver,12.557554160344667
GENE0451,Lung,2.60345444178456
GENE0451,Kidney,23.272579685290744
GENE0452,Brain,2.322825349354762
GENE0452,Heart,10.568319532606385
GENE0452,Liver,4.176435026714103
GENE0452,Lung,6.4730483748759875
GENE0452,Kidney,1.9567636735081912
GENE0453,Brain,1.2399040484318586
GENE0453,Heart,8.334801109288641
GENE0453,Liver,2.9345494293172534
GENE0453,Lung,2.1490922831176853
GENE0453,Kidney,1.851073463224307
GENE0454,Brain,1.94249142916036
GENE0454,Heart,13.231248308222233
GENE0454,Liver,2.1423114783926773
GENE0454,Lung,2.903804355434154
GENE0454,Kidney,21.614135563244293
GENE0455,Brain,3.171318027221055
GENE0455,Heart,4.461454811132335
GENE0455,Liver,6.014184253842493
GENE0455,Lung,3.536723481036862
GENE0455,Kidney,2.584413742661882
GENE0456,Brain,12.467283097841802
GENE0456,Heart,5.788450050217038
GENE0456,Liver,2.708527464739681
GENE0456,Lung,1.4795848191752419
GENE0456,Kidney,1.7751099223654008
GENE0457,Brain,1.974595725921732
GENE0457,Heart,0.7986861621732624
GENE0457,Liver,11.463301152149137
GENE0457,Lung,4.863121689189717
GENE0457,Kidney,6.884848251245865
GENE0458,Brain,1.4403707557476777
GENE0458,Heart,3.0401712366865996
GENE0458,Liver,3.6984743075671527
GENE0458,Lung,4.761067101899045
GENE0458,Kidney,3.799886627664995
GENE0459,Brain,1.6554295319753516
GENE0459,Heart,10.734677413114241
GENE0459,Liver,7.910786577492438
GENE0459,Lung,4.758288373771186
GENE0459,Kidney,10.234732066670187
GENE0460,Brain,11.780937337285526
GENE0460,Heart,13.668926510895213
GENE0460,Liver,5.10602040796262
GENE0460,Lung,3.4839404626843393
GENE0460,Kidney,3.0530785836184435
GENE0461,Brain,9.142980137567443
GENE0461,Heart,2.556983089489743
GENE0461,Liver,2.157994031916129
GENE0461,Lung,6.983271682223656
GENE0461,Kidney,6.8100764042707365
GENE0462,Brain,7.457645208100386
GENE0462,Heart,2.2719206317994143
GENE0462,Liver,5.70070449267771
GENE0462,Lung,9.32070027624968
GENE0462,Kidney,3.053030875250438
GENE0463,Brain,3.616437117449616
GENE0463,Heart,3.531196467108352
GENE0463,Liver,15.11027089729484
GENE0463,Lung,9.21328894078199
GENE0463,Kidney,1.5334868141657472
GENE0464,Brain,1.3276345013812227
GENE0464,Heart,7.538992614651787
GENE0464,Liver,3.7792195712727157
GENE0464,Lung,6.862405117365507
GENE0464,Kidney,5.543113492685116
GENE0465,Brain,10.051086123516324
GENE0465,Heart,1.2207042931891001
GENE0465,Liver,2.8913097359402418
GENE0465,Lung,5.478302318326575
GENE0465,Kidney,5.406357771003515
GENE0466,Brain,2.0990576673060373
GENE0466,Heart,2.9395980311330385
GENE0466,Liver,2.8047818003571896
GENE0466,Lung,4.644776865269078
GENE0466,Kidney,7.8495122852125006
GENE0467,Brain,3.5952919689387173
GENE0467,Heart,3.9652018292689792
GENE0467,Liver,0.8391699724342333
GENE0467,Lung,1.9176821619592792
GENE0467,Kidney,19.73480926335698
GENE0468,Brain,1.1368188717024486
GENE0468,Heart,13.349961126918613
GENE0468,Liver,3.5313723649185356
GENE0468,Lung,0.9318705220393284
GENE0468,Kidney,14.384448622723646
GENE0469,Brain,12.519095443993276
GENE0469,Heart,2.996369598817122
GENE0469,Liver,8.969425188373513
GENE0469,Lung,3.371252614948405
GENE0469,Kidney,4.668048102767315
GENE0470,Brain,5.119289192644669
GENE0470,Heart,3.7254645572158216
GENE0470,Liver,6.817535871716329
GENE0470,Lung,6.101893936583434
GENE0470,Kidney,2.949666429366582
GENE0471,Brain,5.679109989081463
GENE0471,Heart,2.955092571041126
GENE0471,Liver,4.988099248424742
GENE0471,Lung,3.0116988472371236
GENE0471,Kidney,4.844444280867012
GENE0472,Brain,16.12735199407781
GENE0472,Heart,2.656174318884295
GENE0472,Liver,1.3902705397712838
GENE0472,Lung,16.04370195062087
GENE0472,Kidney,5.663009836226388
GENE0473,Brain,2.6631473892383384
GENE0473,Heart,3.670324413439491
GENE0473,Liver,2.1576057348607334
GENE0473,Lung,9.490346036358527
GENE0473,Kidney,7.930144097025997
GENE0474,Brain,7.410203382804176
GENE0474,Heart,5.345006401703736
GENE0474,Liver,0.8693292728753501
GENE0474,Lung,1.733976427158156
GENE0474,Kidney,5.626683801206451
GENE0475,Brain,0.535818855405648
GENE0475,Heart,4.206350925330338
GENE0475,Liver,1.9733845337307394
GENE0475,Lung,7.438245196537343
GENE0475,Kidney,3.8294412148772
GENE0476,Brain,10.455566243231504
GENE0476,Heart,5.871579839542115
GENE0476,Liver,4.908650229243527
GENE0476,Lung,2.057164080534201
GENE0476,Kidney,7.405084784099342
GENE0477,Brain,30.066935718679456
GENE0477,Heart,1.1407026630445583
GENE0477,Liver,1.9758772680252834
GENE0477,Lung,16.9670655862164
GENE0477,Kidney,6.749260783676303
GENE0478,Brain,3.5369200443258615
GENE0478,Heart,8.377778152611867
GENE0478,Liver,5.847379909978987
GENE0478,Lung,2.658873256896595
GENE0478,Kidney,2.625751840821102
GENE0479,Brain,8.88371846581843
GENE0479,Heart,5.898179683701233
GENE0479,Liver,10.613703878519674
GENE0479,Lung,7.561159852140118
GENE0479,Kidney,2.7423185537442154
GENE0480,Brain,15.169592483867364
GENE0480,Heart,2.141421089659178
GENE0480,Liver,3.118536866699187
GENE0480,Lung,2.3959367251292076
GENE0480,Kidney,1.4609046425259669
GENE0481,Brain,7.3748453379810766
GENE0481,Heart,1.9303810495648819
GENE0481,Liver,2.5924934276284337
GENE0481,Lung,9.527842855065412
GENE0481,Kidney,8.954628234919502
GENE0482,Brain,2.7260689571801913
GENE0482,Heart,1.573918628090322
GENE0482,Liver,4.12306607621311
GENE0482,Lung,1.2482059619188446
GENE0482,Kidney,1.9970291140317387
GENE0483,Brain,3.286354715636518
GENE0483,Heart,3.949132052245632
GENE0483,Liver,2.8743191553185574
GENE0483,Lung,3.9897320722985063
GENE0483,Kidney,13.539783212683211
GENE0484,Brain,7.401635057256227
GENE0484,Heart,13.509336052657943
GENE0484,Liver,9.178130355585806
GENE0484,Lung,5.3956082473003955
GENE0484,Kidney,1.6971116564732887
GENE0485,Brain,1.5389961212268326
GENE0485,Heart,4.4084880160753235
GENE0485,Liver,3.232041265569869
GENE0485,Lung,2.122013754623484
GENE0485,Kidney,6.219961334167298
GENE0486,Brain,11.932471036449575
GENE0486,Heart,4.244100971504255
GENE0486,Liver,4.800252148121663
GENE0486,Lung,2.8933879182680546
GENE0486,Kidney,2.584797772923028
GENE0487,Brain,21.734968811092763
GENE0487,Heart,1.6402869320471938
GENE0487,Liver,3.939367855864549
GENE0487,Lung,3.1339302307567873
GENE0487,Kidney,4.104511327247002
GENE0488,Brain,10.350829816300385
GENE0488,Heart,9.924536322492145
GENE0488,Liver,4.006469389329855
GENE0488,Lung,11.009918669895441
GENE0488,Kidney,2.427258089773832
GENE0489,Brain,5.956849236890552
GENE0489,Heart,18.608335407274385
GENE0489,Liver,2.8233656001452583
GENE0489,Lung,5.2808862071474625
GENE0489,Kidney,14.862837174373066
GENE0490,Brain,2.284204805725355
GENE0490,Heart,4.718354502354194
GENE0490,Liver,3.4839255906882016
GENE0490,Lung,1.8339012408778184
GENE0490,Kidney,6.192933523903242
GENE0491,Brain,2.2811888961367752
GENE0491,Heart,16.854261961063216
GENE0491,Liver,4.556382299797861
GENE0491,Lung,3.78815981542972
GENE0491,Kidney,4.630650885083157
GENE0492,Brain,4.865793982039431
GENE0492,Heart,3.8214144158011902
GENE0492,Liver,4.691642880644994
GENE0492,Lung,2.829643558056731
GENE0492,Kidney,3.005513392094004
GENE0493,Brain,6.832118541844528
GENE0493,Heart,0.8113301208209963
GENE0493,Liver,2.364137923297608
GENE0493,Lung,4.512467690750854
GENE0493,Kidney,5.893820116871072
GENE0494,Brain,3.2790928357939526
GENE0494,Heart,4.997707137757766
GENE0494,Liver,3.3886385748661345
GENE0494,Lung,1.0114947094300648
GENE0494,Kidney,9.510311949592184
GENE0495,Brain,5.553324718196235
GENE0495,Heart,2.0836358703499966
GENE0495,Liver,14.584801055959304
GENE0495,Lung,7.705971856595471
GENE0495,Kidney,2.7171850321688438
GENE0496,Brain,10.861814530718656
GENE0496,Heart,6.8979361903415874
GENE0496,Liver,8.6980583093507
GENE0496,Lung,2.7692180765698864
GENE0496,Kidney,2.8710941968273835
GENE0497,Brain,2.3210709125320825
GENE0497,Heart,2.907091857982002
GENE0497,Liver,0.7043564790192657
GENE0497,Lung,10.665485331007133
GENE0497,Kidney,1.7430587060742877
GENE0498,Brain,7.069359738147327
GENE0498,Heart,1.5863321966075539
GENE0498,Liver,4.920673703900307
GENE0498,Lung,1.7265387072403395
GENE0498,Kidney,4.410979682352139
GENE0499,Brain,1.246379573623197
GENE0499,Heart,2.7911764002037422
GENE0499,Liver,7.596689755124148
GENE0499,Lung,5.318104710654611
GENE0499,Kidney,5.138888048161767
GENE0500,Brain,2.255228408973005
GENE0500,Heart,0.7731936290012691
GENE0500,Liver,2.1936775859393354
GENE0500,Lung,2.9779626717009093
GENE0500,Kidney,14.634755136495102
GENE0501,Brain,7.068293818441263
GENE0501,Heart,5.772873093998608
GENE0501,Liver,2.813725180803244
GENE0501,Lung,2.5007541766274044
GENE0501,Kidney,7.481979538767838
GENE0502,Brain,3.327958329396758
GENE0502,Heart,3.422887274380603
GENE0502,Liver,20.786081453226434
GENE0502,Lung,2.043255786749058
GENE0502,Kidney,3.577683172749718
GENE0503,Brain,3.670206902526198
GENE0503,Heart,2.6616161372510705
GENE0503,Liver,1.448816097608283
GENE0503,Lung,12.40228276719816
GENE0503,Kidney,1.4477968193280744
GENE0504,Brain,2.1682241937591686
GENE0504,Heart,5.501452664302355
GENE0504,Liver,1.65700447219302
GENE0504,Lung,3.95650159288104
GENE0504,Kidney,3.64998828017122
GENE0505,Brain,3.7083979485899925
GENE0505,Heart,4.006614510561421
GENE0505,Liver,1.4524669402795682
GENE0505,Lung,2.8875188496540116
GENE0505,Kidney,12.523543198098713
GENE0506,Brain,11.37200725421544
GENE0506,Heart,2.816168337814664
GENE0506,Liver,10.67512943975189
GENE0506,Lung,2.1129981127078032
GENE0506,Kidney,1.5050606618640423
GENE0507,Brain,0.8924270570199133
GENE0507,Heart,1.8396979616096831
GENE0507,Liver,6.474699037152499
GENE0507,Lung,3.4540990484198613
GENE0507,Kidney,16.93372674179508
GENE0508,Brain,8.771862069032641
GENE0508,Heart,3.3757861035999106
GENE0508,Liver,3.748574220941269
GENE0508,Lung,3.7707374532991373
GENE0508,Kidney,9.967050685053811
GENE0509,Brain,3.295797340940508
GENE0509,Heart,4.429994279157211
GENE0509,Liver,2.488411511264395
GENE0509,Lung,12.66704067453819
GENE0509,Kidney,3.389599613792224
GENE0510,Brain,2.6712932752111938
GENE0510,Heart,1.3282833583704654
GENE0510,Liver,9.708462959748836
GENE0510,Lung,2.791664602069779
GENE0510,Kidney,4.236296439856613
GENE0511,Brain,3.227289510968075
GENE0511,Heart,3.8604562225829055
GENE0511,Liver,0.9175589184741618
GENE0511,Lung,2.3924947792168845
GENE0511,Kidney,1.8834606333842085
GENE0512,Brain,25.60317338521049
GENE0512,Heart,13.164090996156963
GENE0512,Liver,6.362754741903298
GENE0512,Lung,32.76664275353593
GENE0512,Kidney,12.451709057340521
GENE0513,Brain,1.5283997323891985
GENE0513,Heart,1.6029092025952298
GENE0513,Liver,5.552742696493666
GENE0513,Lung,4.239733380873473
GENE0513,Kidney,5.307823408145111
GENE0514,Brain,2.316494544193004
GENE0514,Heart,19.6171338719236
GENE0514,Liver,3.3841718329303925
GENE0514,Lung,10.981195154417582
GENE0514,Kidney,14.404105292800663
GENE0515,Brain,2.806145076109909
GENE0515,Heart,7.107175446389108
GENE0515,Liver,16.02872988196004
GENE0515,Lung,14.390903075331376
GENE0515,Kidney,8.177734056486754
GENE0516,Brain,6.371049900599914
GENE0516,Heart,4.773502723161144
GENE0516,Liver,12.366776082477239
GENE0516,Lung,7.145254989311574
GENE0516,Kidney,4.950224940626057
GENE0517,Brain,3.070481508280083
GENE0517,Heart,1.518729777426333
GENE0517,Liver,3.9007976240028195
GENE0517,Lung,19.916845900266832
GENE0517,Kidney,3.0438109995815013
GENE0518,Brain,2.6832312107691605
GENE0518,Heart,3.696810174897266
GENE0518,Liver,3.7799280561741266
GENE0518,Lung,2.8652626555006093
GENE0518,Kidney,7.497653413057078
GENE0519,Brain,5.816127049326689
GENE0519,Heart,11.545510536599659
GENE0519,Liver,7.251499654716758
GENE0519,Lung,5.202750854610058
GENE0519,Kidney,0.8332237962461018
GENE0520,Brain,5.247322062078463
GENE0520,Heart,2.6577932944680924
GENE0520,Liver,10.614089178182633
GENE0520,Lung,4.752885637556143
GENE0520,Kidney,2.434900111072003
GENE0521,Brain,2.902021412012795
GENE0521,Heart,1.7139666786270038
GENE0521,Liver,2.8920404636425396
GENE0521,Lung,5.76698525853839
GENE0521,Kidney,11.508188825229185
GENE0522,Brain,6.7929462995074
GENE0522,Heart,8.565621137184719
GENE0522,Liver,9.142046653481492
GENE0522,Lung,3.459412510725755
GENE0522,Kidney,14.33231374598656
GENE0523,Brain,1.5198848513719252
GENE0523,Heart,4.946627089070507
GENE0523,Liver,2.942900876264813
GENE0523,Lung,0.9301993587882171
GENE0523,Kidney,16.89800774740479
GENE0524,Brain,0.9065100541304099
GENE0524,Heart,7.779407636717977
GENE0524,Liver,18.81284788762197
GENE0524,Lung,3.8095126475233774
GENE0524,Kidney,4.086556474077995
GENE0525,Brain,0.981153359471073
GENE0525,Heart,3.669863249425783
GENE0525,Liver,14.306796065798117
GENE0525,Lung,2.9514732208312857
GENE0525,Kidney,2.0554212685700923
GENE0526,Brain,0.7028583029828079
GENE0526,Heart,12.535227411288464
GENE0526,Liver,6.230338846653773
GENE0526,Lung,3.519730254491104
GENE0526,Kidney,10.32147928125599
GENE0527,Brain,2.9313260582236835
GENE0527,Heart,3.4307715156569785
GENE0527,Liver,24.5133218478922
GENE0527,Lung,2.187999070329257
GENE0527,Kidney,5.653449560466675
GENE0528,Brain,5.359221871368437
GENE0528,Heart,4.84503094723883
GENE0528,Liver,4.504239211731604
GENE0528,Lung,1.5756555948158741
GENE0528,Kidney,4.014847116606211
GENE0529,Brain,3.6914643736263484
GENE0529,Heart,2.6244213838489845
GENE0529,Liver,2.3005955517033834
GENE0529,Lung,2.0109800545414735
GENE0529,Kidney,2.3454059356752097
GENE0530,Brain,6.216933463202138
GENE0530,Heart,4.614322228437355
GENE0530,Liver,16.85079765733226
GENE0530,Lung,7.262080169712074
GENE0530,Kidney,2.7841793450731505
GENE0531,Brain,2.91161376187576
GENE0531,Heart,3.9025201982426685
GENE0531,Liver,3.387130482255344
GENE0531,Lung,4.49495307931698
GENE0531,Kidney,21.177881515657795
GENE0532,Brain,3.968614414841814
GENE0532,Heart,4.980835220196484
GENE0532,Liver,1.7275263660640445
GENE0532,Lung,1.34926866155558
GENE0532,Kidney,4.020823454896556
GENE0533,Brain,3.2096802545025764
GENE0533,Heart,5.266486147960553
GENE0533,Liver,13.271122226084106
GENE0533,Lung,2.9791214122079928
GENE0533,Kidney,2.591739519470349
GENE0534,Brain,9.80407906251657
GENE0534,Heart,3.1627960751284885
GENE0534,Liver,4.692718161147765
GENE0534,Lung,4.11836562947355
GENE0534,Kidney,20.152893705436124
GENE0535,Brain,1.165897330504226
GENE0535,Heart,2.3239664723621885
GENE0535,Liver,7.543106345814853
GENE0535,Lung,11.337058541080864
GENE0535,Kidney,1.9674635643947551
GENE0536,Brain,11.508349135748688
GENE0536,Heart,3.07458972310906
GENE0536,Liver,2.506759491805513
GENE0536,Lung,2.707159591549301
GENE0536,Kidney,5.9480551134254025
GENE0537,Brain,6.604062683814236
GENE0537,Heart,2.225933482779339
GENE0537,Liver,5.284463298290743
GENE0537,Lung,3.3013342928289267
GENE0537,Kidney,1.7259508200166753
GENE0538,Brain,17.34716477318424
GENE0538,Heart,2.066765198480362
GENE0538,Liver,4.864833046135385
GENE0538,Lung,1.764926598772941
GENE0538,Kidney,3.1736582785318537
GENE0539,Brain,4.819631884858268
GENE0539,Heart,5.099366904154089
GENE0539,Liver,1.9758421583587291
GENE0539,Lung,4.071866691477384
GENE0539,Kidney,5.929600534885907
GENE0540,Brain,14.69257403001548
GENE0540,Heart,8.486883533955355
GENE0540,Liver,10.573021645922056
GENE0540,Lung,7.436641881283255
GENE0540,Kidney,2.6282239777350873
GENE0541,Brain,3.4463169442652535
GENE0541,Heart,9.255558950181456
GENE0541,Liver,2.5858624857256713
GENE0541,Lung,1.8274473215099345
GENE0541,Kidney,4.3274482686360205
GENE0542,Brain,1.046659547166709
GENE0542,Heart,2.3966287252809906
GENE0542,Liver,1.8010346423074326
GENE0542,Lung,3.222001976296452
GENE0542,Kidney,12.805484727009375
GENE0543,Brain,28.655573159171706
GENE0543,Heart,7.202589764053892
GENE0543,Liver,2.0781883933767613
GENE0543,Lung,8.043630099969564
GENE0543,Kidney,6.273870658681077
GENE0544,Brain,2.7679458402675934
GENE0544,Heart,9.068997116909806
GENE0544,Liver,3.0439287010482294
GENE0544,Lung,2.819174935452977
GENE0544,Kidney,4.692177351988091
GENE0545,Brain,7.755249300131386
GENE0545,Heart,3.337912373698405
GENE0545,Liver,5.954672532944681
GENE0545,Lung,1.0371347605544292
GENE0545,Kidney,5.662260334160782
GENE0546,Brain,3.0564305093454216
GENE0546,Heart,2.9495831736999416
GENE0546,Liver,0.5941450498038165
GENE0546,Lung,1.4058442686736343
GENE0546,Kidney,1.109115744762215
GENE0547,Brain,7.27441228893416
GENE0547,Heart,2.1435317988936022
GENE0547,Liver,5.57702489958923
GENE0547,Lung,7.592245930513614
GENE0547,Kidney,2.8946594633991385
GENE0548,Brain,1.9699992041256622
GENE0548,Heart,11.80364155706279
GENE0548,Liver,5.526491143557761
GENE0548,Lung,1.6717202793074872
GENE0548,Kidney,6.58195745086884
GENE0549,Brain,2.6351626883092405
GENE0549,Heart,6.500723579753811
GENE0549,Liver,8.67929418396578
GENE0549,Lung,2.331353545162824
GENE0549,Kidney,6.64133058831096
GENE0550,Brain,0.4028624621434188
GENE0550,Heart,6.942781224139619
GENE0550,Liver,0.9342177861180578
GENE0550,Lung,33.79942791098992
GENE0550,Kidney,5.949635458235669
GENE0551,Brain,2.7433012153264063
GENE0551,Heart,11.096438354281117
GENE0551,Liver,2.3927513404404164
GENE0551,Lung,4.930005580615801
GENE0551,Kidney,3.568248046369364
GENE0552,Brain,4.48591331529099
GENE0552,Heart,2.8644153258750626
GENE0552,Liver,6.363075567491029
GENE0552,Lung,2.479656742550549
GENE0552,Kidney,4.903829581330748
GENE0553,Brain,7.409735772477763
GENE0553,Heart,2.783186767378578
GENE0553,Liver,8.745154136479178
GENE0553,Lung,6.609967180886097
GENE0553,Kidney,3.5380699667439908
GENE0554,Brain,2.9707178639292913
GENE0554,Heart,4.310112774407045
GENE0554,Liver,3.1196517118314246
GENE0554,Lung,2.971109336405701
GENE0554,Kidney,4.030324162709329
GENE0555,Brain,3.7818358598045654
GENE0555,Heart,4.8813498677798295
GENE0555,Liver,13.954884479474675
GENE0555,Lung,9.294448250988808
GENE0555,Kidney,8.843192803170329
GENE0556,Brain,6.779157639637921
GENE0556,Heart,2.764802482472113
GENE0556,Liver,1.9183602720051907
GENE0556,Lung,3.735752042069436
GENE0556,Kidney,11.575916623786235
GENE0557,Brain,11.697293763037825
GENE0557,Heart,1.3959605862285547
GENE0557,Liver,1.084027333010162
GENE0557,Lung,17.113851797229042
GENE0557,Kidney,14.013355017653948
GENE0558,Brain,2.714887605388035
GENE0558,Heart,4.213214392234259
GENE0558,Liver,4.664548650731624
GENE0558,Lung,10.832468133582335
GENE0558,Kidney,3.033202265682511
GENE0559,Brain,7.195329401692967
GENE0559,Heart,5.579072654286448
GENE0559,Liver,5.700221499919397
GENE0559,Lung,10.4146477996384
GENE0559,Kidney,5.03960147173439
GENE0560,Brain,1.6079217451009629
GENE0560,Heart,9.22506047149732
GENE0560,Liver,3.0354561414902395
GENE0560,Lung,9.191226504267215
GENE0560,Kidney,5.538918851069543
GENE0561,Brain,2.049464496032227
GENE0561,Heart,5.496107893568352
GENE0561,Liver,2.6965476413981486
GENE0561,Lung,5.563200430135087
GENE0561,Kidney,3.243217448456176
GENE0562,Brain,10.054702222400284
GENE0562,Heart,2.5360771078174498
GENE0562,Liver,3.339742985355539
GENE0562,Lung,2.560223624622011
GENE0562,Kidney,2.374724565981801
GENE0563,Brain,3.611767886955256
GENE0563,Heart,5.319430086679869
GENE0563,Liver,7.018699271549553
GENE0563,Lung,4.668467809866902
GENE0563,Kidney,3.1140829708394593
GENE0564,Brain,1.2875395732222052
GENE0564,Heart,9.522929409841037
GENE0564,Liver,2.9859099819125086
GENE0564,Lung,6.175476686969887
GENE0564,Kidney,1.9115492341518003
GENE0565,Brain,15.049992514785826
GENE0565,Heart,7.793143534402174
GENE0565,Liver,2.201365396124031
GENE0565,Lung,5.920684839327117
GENE0565,Kidney,13.12066719232779
GENE0566,Brain,3.891144340177211
GENE0566,Heart,1.1490768792854074
GENE0566,Liver,6.458845826150414
GENE0566,Lung,19.647054794991778
GENE0566,Kidney,1.2488414707702056
GENE0567,Brain,10.174262921484601
GENE0567,Heart,3.7199698290513
GENE0567,Liver,4.166456930875301
GENE0567,Lung,5.224650489824229
GENE0567,Kidney,4.526076115699961
GENE0568,Brain,8.937270647881913
GENE0568,Heart,1.7653459876903603
GENE0568,Liver,4.183583425807419
GENE0568,Lung,2.1202450531482264
GENE0568,Kidney,2.9785312915832476
GENE0569,Brain,48.330335810050265
GENE0569,Heart,2.277862103077333
GENE0569,Liver,6.417855452867183
GENE0569,Lung,5.726233332953323
GENE0569,Kidney,0.9646779638708908
GENE0570,Brain,1.7900188418590242
GENE0570,Heart,1.048154767831777
GENE0570,Liver,3.965761475898759
GENE0570,Lung,1.565614283940125
GENE0570,Kidney,2.1862719037421403
GENE0571,Brain,1.3124514308727855
GENE0571,Heart,7.6795092272915815
GENE0571,Liver,7.224599888396342
GENE0571,Lung,14.71820556883842
GENE0571,Kidney,3.8934693007470944
GENE0572,Brain,8.088722318903434
GENE0572,Heart,11.063818824644999
GENE0572,Liver,23.89411752482312
GENE0572,Lung,1.6493127586511298
GENE0572,Kidney,2.343690132668742
GENE0573,Brain,2.0446661870320346
GENE0573,Heart,1.4780111277901364
GENE0573,Liver,7.937140880068707
GENE0573,Lung,8.024558898630819
GENE0573,Kidney,1.464844243644078
GENE0574,Brain,1.8802793348913445
GENE0574,Heart,5.760125884624319
GENE0574,Liver,3.0241686905837746
GENE0574,Lung,5.382807044774417
GENE0574,Kidney,3.9147019075239435
GENE0575,Brain,10.464757167848097
GENE0575,Heart,11.038256306332134
GENE0575,Liver,1.03678084615706
GENE0575,Lung,13.263660400680163
GENE0575,Kidney,3.0481972171738456
GENE0576,Brain,1.8089996689001153
GENE0576,Heart,7.259603598810523
GENE0576,Liver,2.046725624108584
GENE0576,Lung,1.6392006369532777
GENE0576,Kidney,3.400841433300589
GENE0577,Brain,13.315875874342886
GENE0577,Heart,1.0467283265090785
GENE0577,Liver,1.948269162957879
GENE0577,Lung,1.1580791810456628
GENE0577,Kidney,1.7095255616499447
GENE0578,Brain,3.9794804555756675
GENE0578,Heart,1.5591938679419968
GENE0578,Liver,5.744839744025179
GENE0578,Lung,4.877612208464212
GENE0578,Kidney,7.986589713901445
GENE0579,Brain,20.822379540988447
GENE0579,Heart,2.032407576809918
GENE0579,Liver,3.0503326047913033
GENE0579,Lung,2.7636611683831864
GENE0579,Kidney,3.121354677187893
GENE0580,Brain,6.18848252073418
GENE0580,Heart,7.241802590392965
GENE0580,Liver,2.9898750356488724
GENE0580,Lung,13.00537838804609
GENE0580,Kidney,3.606328182721708
GENE0581,Brain,4.084869480390619
GENE0581,Heart,2.199148311086921
GENE0581,Liver,7.647511252471398
GENE0581,Lung,8.138202218797407
GENE0581,Kidney,4.491751413533304
GENE0582,Brain,0.8005887838587432
GENE0582,Heart,3.6873900781269477
GENE0582,Liver,7.2038762404286345
GENE0582,Lung,3.2096815134402683
GENE0582,Kidney,4.147963783741677
GENE0583,Brain,6.753392387262789
GENE0583,Heart,1.0454907025021134
GENE0583,Liver,8.463518083903784
GENE0583,Lung,0.9851525471613874
GENE0583,Kidney,4.837663268300414
GENE0584,Brain,7.099098284033903
GENE0584,Heart,2.9994877260244035
GENE0584,Liver,6.512474170144426
GENE0584,Lung,6.653133635850867
GENE0584,Kidney,2.928863111142568
GENE0585,Brain,3.1915194794404482
GENE0585,Heart,8.525946523342778
GENE0585,Liver,5.726924588983445
GENE0585,Lung,7.245577525160436
GENE0585,Kidney,6.225594411513365
GENE0586,Brain,2.842082087683689
GENE0586,Heart,1.9240347787897087
GENE0586,Liver,1.9795967951882794
GENE0586,Lung,1.5391646884088654
GENE0586,Kidney,0.8984798593102664
GENE0587,Brain,2.7954144148465367
GENE0587,Heart,2.180052009500379
GENE0587,Liver,4.718384722253999
GENE0587,Lung,3.7336008918320367
GENE0587,Kidney,6.040696170795904
GENE0588,Brain,11.030500581266368
GENE0588,Heart,2.044708603400206
GENE0588,Liver,3.66858295908605
GENE0588,Lung,3.3049163847701113
GENE0588,Kidney,2.2280907203535074
GENE0589,Brain,1.7256314351229767
GENE0589,Heart,4.7007353763767386
GENE0589,Liver,5.533651309580237
GENE0589,Lung,3.5900901713932565
GENE0589,Kidney,7.027880884580531
GENE0590,Brain,5.751424421223082
GENE0590,Heart,10.067682651022633
GENE0590,Liver,4.639516134048066
GENE0590,Lung,5.066009806534062
GENE0590,Kidney,10.986162331545533
GENE0591,Brain,3.1730948826963226
GENE0591,Heart,6.485948762650485
GENE0591,Liver,9.937107135061385
GENE0591,Lung,9.22695516908145
GENE0591,Kidney,8.718741179487573
GENE0592,Brain,7.389516540610836
GENE0592,Heart,3.576242199027595
GENE0592,Liver,9.850792002906914
GENE0592,Lung,2.997276867982381
GENE0592,Kidney,3.2023116210551557
GENE0593,Brain,3.781554557644043
GENE0593,Heart,6.914681038326527
GENE0593,Liver,16.242081473039796
GENE0593,Lung,12.897451064787175
GENE0593,Kidney,12.422540107682108
GENE0594,Brain,7.7948422112095
GENE0594,Heart,5.075773648996875
GENE0594,Liver,2.238941270870956
GENE0594,Lung,2.8108084694046225
GENE0594,Kidney,5.012270645408084
GENE0595,Brain,17.56211677183964
GENE0595,Heart,7.119883836914349
GENE0595,Liver,6.039469973516226
GENE0595,Lung,7.136895669273019
GENE0595,Kidney,1.5339150906691783
GENE0596,Brain,2.6428474648533773
GENE0596,Heart,6.7747076458273545
GENE0596,Liver,10.164462251854808
GENE0596,Lung,2.788603821766145
GENE0596,Kidney,7.008917781585875
GENE0597,Brain,0.9941087011984209
GENE0597,Heart,6.709694553590406
GENE0597,Liver,14.043120490170454
GENE0597,Lung,3.8189161243564755
GENE0597,Kidney,2.740089183583375
GENE0598,Brain,38.1054278693988
GENE0598,Heart,4.663266977573476
GENE0598,Liver,13.556265462419278
GENE0598,Lung,2.665637589321822
GENE0598,Kidney,1.7321506662897161
GENE0599,Brain,1.3184106151005694
GENE0599,Heart,9.942976526120104
GENE0599,Liver,1.1899649864437831
GENE0599,Lung,0.9080812208073378
GENE0599,Kidney,2.7437474893768368
GENE0600,Brain,3.284509573187318
GENE0600,Heart,3.595582637549114
GENE0600,Liver,1.6618161398003806
GENE0600,Lung,2.3494928215510633
GENE0600,Kidney,4.691299376595579
GENE0601,Brain,0.9548948596471091
GENE0601,Heart,4.847181217661963
GENE0601,Liver,7.277245416513146
GENE0601,Lung,13.445116660183997
